index	mean	var	var_tech	ct_mean	ct_var	ct_var_tech	mean_var
Pip4k2a	4.647251605987549	0.45376220632341685	0.17692059061318693	159.8544547305056	86622.57525130348	33773.8951378705	11.11
Chd7	4.460195541381836	0.08470562767728047	0.14277249650686905	90.15262512228941	1345.2550570989738	2267.4458381001577	5.3
Atp6v0c	4.691680908203124	0.1107834786048571	0.7444857945887049	114.50632030391127	1706.588632005461	11468.596308176699	11.0
Exoc3	4.673643112182618	0.309301833096462	0.5241333058480916	129.5625194926945	10866.09071078884	18413.34074510579	11.4
Pex5	4.468037128448486	0.13566292421314274	0.13979392959515374	94.96097665102499	3565.4005484730023	3673.9688175133074	6.6
Wrn	4.367461681365964	0.009645401418270328	0.0029046665753332396	78.26263456962324	80.6779679973819	24.29578478340031	1.1
Zfp236	4.418940544128417	0.02994549860079325	0.07167227796963868	83.42036168057487	308.3058367621321	737.9066191768881	3.1
Asna1	4.369338512420654	0.0073866514194781685	0.0035279579749118587	78.30296856588069	56.27889253128674	26.87950959773151	1.0
Pdhx	4.414906978607177	0.07178854043138291	0.057501661712932285	85.98241748155024	1607.3491110342518	1287.4651620144873	3.8
Uck1	4.573929786682127	0.32188097547970623	0.2401160624867987	125.59047097684149	22116.024950130883	16498.06367391239	9.12
Sec31a	4.697837829589844	0.3398400341454941	0.6304504357322859	133.88336300423424	11114.021614219877	20618.05280546541	11.6
Bcl9l	4.356049060821532	0.0054678535382604735	0.0001133247906942948	77.17759585911273	41.37793236630639	0.8575843321264506	0.8
Scyl1	4.718230724334719	0.44622919183635384	0.5015891718498586	150.53597259574082	25585.156128168062	28759.295690998857	12.7
Osbpl11	4.4217114448547346	0.07723351329522701	0.07657178516828522	86.70745885690084	1474.8208141996051	1462.1847139716567	3.9
Csnk1g3	4.593282222747802	0.25158722744151857	0.4405335131208333	114.58110385625906	6566.775041969923	11498.534756839628	10.5
Dusp2	4.659348964691161	0.8820565822108843	0.24821691401351245	251.24511753548893	349884.10358766967	98459.84283370139	11.14
Lsm14a	4.5357742309570295	0.16270102044604595	0.27017998826500306	102.83017628460921	3962.350971929442	6579.847724143374	8.4
Psmd8	5.1234841346740705	0.6260832674202879	1.1977692884104452	233.22802953341716	43543.71038279915	83304.12536795068	14.2
Sppl3	4.620593070983888	0.26969119553177373	0.36033069811257795	121.27451177368977	10849.47647255159	14495.836335339014	10.6
Slc43a2	4.563150405883788	0.21713644254088305	0.3060734920069583	110.2494567198468	7009.774711449966	9880.912660303891	9.3
Cst3	6.659525871276854	3.3592993562728557	2.294116951601096	4670.361548173329	91239114.42920116	62308587.85188338	14.14
Commd5	4.50215196609497	0.21192943945436776	0.2142434601246681	104.51190439801533	7337.3453374598375	7417.460534384471	7.10
Pcyox1l	4.488668918609619	0.15739046852469693	0.11608829773769594	100.2656733008186	7348.392033595792	5420.038013010444	7.5
Ergic1	4.648266315460203	0.33635824617442694	0.5030868796902871	128.59034376141287	11988.248787096158	17930.67583104082	11.5
Dennd4c	4.403533458709715	0.06725741269456376	0.04242531582678732	84.93217319195097	1660.3040571557183	1047.3035041239564	2.11
Plac8	4.997192382812498	1.2259656399124206	0.8134023216354391	335.57394740074545	294614.044833044	195470.19936931063	13.13
Rapgef6	4.7199597358703596	0.37708813034934147	0.45587747750373925	143.42769977376003	21101.1168197553	25510.01512402436	12.5
Sft2d2	4.587940692901611	0.1989562190424656	0.2597892578852662	112.63694323189021	8204.236800579823	10712.771886174109	10.1
Mrpl28	4.46086311340332	0.060123275457752375	0.15501385056900577	88.59342991680825	733.2898376395585	1890.6169108418437	5.0
Trim11	4.528703212738036	0.2095496720707838	0.2515691374441299	105.73064551138863	6710.855742000235	8056.534633739315	8.7
Rbm4	4.382401466369629	0.03591321819290656	0.04279310774197309	80.90930947022846	525.2509252680619	625.8731622388221	1.12
Sox4	4.5867223739624015	0.3611788888103186	0.3159326230759288	128.6178594879317	20514.067552647182	17944.19157003471	10.11
Memo1	4.421792507171628	0.05160110291358888	0.0768165111633789	84.9202137597006	701.7199347224828	1044.6225788902636	3.5
Upf3a	4.483688831329345	0.1424040767648157	0.09789691688155022	98.91024270858316	7133.218677354196	4903.793008034177	6.7
Mrps9	4.358057975769041	0.0040901959306351675	0.00016994020231833872	77.27305632455936	28.922207140995113	1.2016651075857756	0.6
Fbxo46	4.431024551391602	0.10693286636214668	0.0681548910219376	90.43261773129358	3680.716973998826	2345.947254382099	4.9
Cep57	4.567578315734862	0.3358819734049491	0.2292512367661743	125.39181730674862	24035.73253713554	16405.231143726833	9.12
Apeh	4.6879773139953596	0.4630861006705403	0.46673559473605886	147.59338846090117	27181.54857692877	27395.761225676957	11.11
